"Geneid" "5_B1_R1_9wk" "5_B1_R2_9wk" "5_B2_R1_9wk" "5_B2_R2_9wk" "5_cor_B1_R1_9wk" "5_cor_B1_R2_9wk" "5_cor_B2_R1_9wk" "5_cor_B2_R2_9wk"
"ARID5A" 123 115 361 297 500 359 285 492
"KANSL3" 2247 1114 3338 3651 2751 2361 2166 2559
"FER1L5" 35 39 113 73 79 91 89 84
"LMAN2L" 604 508 1197 1228 835 649 606 808
"CNNM4" 715 419 1386 1375 724 667 771 770
"CNNM3" 816 486 1233 1378 1082 734 688 1121
"ANKRD23" 265 103 378 423 268 200 214 267
"ANKRD39" 178 81 228 241 178 107 121 118
"SEMA4C" 1952 961 2921 3332 2112 1614 1439 1614
"FAM178B" 2 0 10 7 4 4 1 0
"FAHD2B" 199 112 482 371 380 211 330 303
"ANKRD36" 1929 1168 2405 2613 1698 1527 1753 1479
"ANKRD36B" 664 356 840 920 560 552 568 443
"COX5B" 1062 902 1997 2225 1611 973 970 1439
"ACTR1B" 995 724 2244 2181 1583 1245 1288 1314
"LINC01125" 75 64 154 197 143 152 119 102
"ZAP70" 6 6 8 10 4 10 7 8
"TMEM131" 2784 1911 4845 4831 3834 2784 3337 3268
"VWA3B" 35 53 100 67 97 105 141 135
"CNGA3" 473 964 1319 1440 560 1057 1343 552
"INPP4A" 3019 1689 4833 5071 2484 2361 2460 2836
"COA5" 835 632 1317 1462 1303 787 738 1168
"UNC50" 706 693 1464 1682 1076 840 747 1105
"MGAT4A" 692 685 954 1003 1243 650 609 1304
"KIAA1211L" 38 165 10 19 309 173 231 445
"TSGA10" 139 192 164 201 538 417 319 564
"C2orf15" 50 22 43 58 27 30 32 45
"LIPT1" 110 103 197 161 265 151 153 224
"MITD1" 338 226 545 665 581 431 404 490
"MRPL30" 542 354 1047 1085 954 505 523 637
"LYG2" 33 11 24 47 33 47 30 31
"LYG1" 54 21 81 53 92 79 68 87
"TXNDC9" 278 192 496 622 392 291 178 343
"EIF5B" 3750 2504 5864 5258 5701 3657 3365 4222
"REV1" 1480 851 2287 2714 1820 1521 1221 1708
"AFF3" 2999 2384 5879 5402 2386 2463 2695 3504
"LONRF2" 4636 2699 8270 8445 4171 2958 3920 4393
"CHST10" 1097 630 2066 2374 1526 954 780 1382
"NMS" 0 2 0 0 0 0 0 0
"PDCL3" 331 161 460 643 486 243 178 346
"NPAS2" 35 16 24 10 43 65 135 81
"RPL31" 4473 3031 6870 7753 7143 4590 5114 4497
"TBC1D8" 247 97 218 262 262 210 329 251
"CNOT11" 703 512 1143 1319 1034 878 756 1005
"RNF149" 536 305 831 904 474 492 581 507
"CREG2" 288 310 420 471 267 161 194 119
"RFX8" 2 0 2 2 6 4 0 2
"MAP4K4" 18199 7371 20622 24464 22709 12696 11173 17558
"IL1R2" 0 0 0 0 0 2 2 0
"IL1R1" 8 0 2 8 26 33 54 42
"IL1RL2" 0 0 0 0 0 2 0 0
"IL1RL1" 0 0 0 0 0 0 0 0
"IL18R1" 4 7 0 0 0 0 0 2
"IL18RAP" 0 0 0 2 0 2 2 0
"SLC9A4" 2 0 7 23 10 11 4 16
"SLC9A2" 9 7 3 5 15 8 35 20
"MFSD9" 430 126 566 666 291 230 254 321
"TMEM182" 112 61 239 242 169 87 80 103
"POU3F3" 4057 3161 7025 8638 6142 4076 3665 5793
"MRPS9" 371 254 751 651 528 415 363 402
"GPR45" 29 21 34 58 36 22 16 26
"TGFBRAP1" 1144 598 1831 1998 1455 963 767 1180
"C2orf49" 777 415 1335 1226 951 564 609 755
"FHL2" 68 135 165 239 136 170 132 92
"NCK2" 1045 435 1557 1826 1251 705 693 1070
"C2orf40" 4 10 4 4 12 12 20 34
"UXS1" 595 389 904 1037 682 570 552 643
"RGPD3" 9 3 21 14 11 5 16 11
"ST6GAL2" 1788 694 1533 1785 302 252 386 187
"RGPD4" 7 2 2 9 2 5 12 6
"SLC5A7" 7 10 3 2 10 2 4 2
"SULT1C3" 0 2 5 1 0 0 0 0
"SULT1C2" 6 19 223 148 11 29 57 21
"SULT1C4" 53 106 249 252 248 119 155 190
"GCC2" 1253 880 2532 2487 1645 1534 1646 1610
"LIMS1" 444 477 1163 1058 1025 831 872 871
"RANBP2" 5100 2611 9162 9306 6165 4664 4308 5550
"CCDC138" 227 128 386 406 327 243 211 231
"EDAR" 2 0 5 2 8 8 2 2
"SH3RF3" 159 290 131 158 379 429 454 512
"SEPT10" 711 583 1831 1620 1471 1404 1248 1387
"SOWAHC" 691 470 1144 1201 667 565 589 691
"RGPD5" 15 42 59 41 19 27 90 23
"LIMS3" 0 0 2 0 0 0 0 0
"MALL" 0 0 5 2 0 0 0 2
"NPHP1" 226 262 443 481 602 690 561 818
"LINC00116" 26 38 97 110 79 58 45 73
"LIMS4" 0 0 0 0 0 0 0 0
"RGPD6" 17 8 28 28 288 20 22 18
"BUB1" 506 307 1706 1023 1411 942 1206 981
"ACOXL" 4 10 10 13 12 17 9 11
"BCL2L11" 639 386 1079 1413 1074 893 573 957
"ANAPC1" 874 437 1597 1720 1208 893 896 934
"MERTK" 208 452 1318 924 933 1164 987 1025
"TMEM87B" 414 248 1085 910 565 647 663 586
"FBLN7" 87 78 383 327 132 126 135 133
"ZC3H8" 1046 421 1762 1718 1108 953 737 1021
"ZC3H6" 1224 528 2007 1680 1284 902 1100 1195
"RGPD8" 58 23 193 138 93 137 180 125
"TTL" 2723 1419 3897 4286 3353 2534 2034 2916
"POLR1B" 658 384 1183 1295 1221 643 559 926
"CHCHD5" 123 181 366 410 349 168 186 228
"SLC20A1" 1576 1000 2648 2701 2597 1902 1650 1936
"NT5DC4" 1 0 6 4 4 10 7 5
"CKAP2L" 325 179 681 597 743 468 402 488
"IL1A" 2 0 12 6 2 4 6 4
"IL1B" 0 2 2 2 2 2 0 0
"IL37" 4 0 6 1 2 2 4 4
"IL36G" 1 0 5 0 0 0 0 0
"IL36A" 0 0 0 0 0 0 0 0
"IL36B" 0 0 0 0 0 0 0 0
"IL36RN" 0 0 0 0 0 0 0 0
"IL1F10" 0 0 0 0 0 0 0 0
"IL1RN" 0 0 0 2 0 0 0 0
"PSD4" 6 12 9 10 19 15 18 28
"PAX8" 0 2 0 0 0 4 2 3
"CBWD2" 523 291 700 835 503 350 372 443
"FOXD4L1" 37 9 34 70 28 42 26 17
"RABL2A" 645 406 1080 1092 917 844 785 1010
"SLC35F5" 1118 844 2629 2550 1637 1271 1393 1505
"ACTR3" 4935 3074 8242 8639 5475 3485 3690 4583
"DPP10" 683 587 1076 1063 1559 632 334 1180
"DDX18" 2058 1131 3668 4050 2955 1820 1783 2141
"CCDC93" 3775 2510 7111 8054 4583 4670 4050 5238
"INSIG2" 473 317 976 863 652 535 508 565
"EN1" 14 39 42 154 47 108 110 92
"MARCO" 0 0 2 2 0 0 2 2
"C1QL2" 6 2 62 30 12 10 34 16
"STEAP3" 35 22 223 114 58 47 54 27
"C2orf76" 108 96 209 215 148 106 120 106
"DBI" 498 1378 1245 1097 4696 2070 2276 3501
"TMEM37" 0 16 2 2 0 1 6 4
"SCTR" 1 8 0 0 0 1 6 2
"CFAP221" 98 199 238 256 215 218 216 247
"TMEM177" 185 108 285 254 237 113 138 185
"PTPN4" 1563 968 2271 2428 1861 1144 1122 1804
"EPB41L5" 1683 1173 3383 3753 2674 1500 1549 2372
"TMEM185B" 218 314 545 536 474 365 355 550
"RALB" 499 425 809 887 956 569 611 745
"INHBB" 239 346 199 261 888 507 384 915
"GLI2" 774 407 1532 1842 983 1074 967 1027
"TFCP2L1" 4 0 6 11 4 8 0 4
"CLASP1" 6432 2404 8690 10020 6425 4110 3770 5548
"NIFK" 405 271 758 843 802 445 430 623
"TSN" 2540 1494 3602 4046 3023 1846 1635 2396
"CNTNAP5" 455 249 755 820 170 138 187 211
"GYPC" 119 116 590 533 70 167 188 108
"BIN1" 1942 1160 2688 3079 1590 1635 1425 1251
"CYP27C1" 154 279 204 252 653 428 420 462
"ERCC3" 1817 997 2913 2930 2585 2060 2104 2183
"MAP3K2" 2894 1443 4698 4688 3286 2444 2287 3143
"PROC" 20 11 26 28 10 8 18 4
"IWS1" 1444 765 2298 2384 1991 1325 1252 1566
"MYO7B" 4 6 0 2 8 12 2 6
"LIMS2" 39 32 44 40 134 414 240 158
"GPR17" 0 25 0 4 250 32 2 122
"WDR33" 2402 1184 3644 4224 2982 2089 1738 2794
"SFT2D3" 0 0 0 0 0 0 0 0
"POLR2D" 1143 564 1670 1616 1533 875 836 1156
"AMMECR1L" 1248 812 1833 1940 1834 1309 1161 1669
"SAP130" 1624 817 2527 2558 1954 1384 1264 1640
"UGGT1" 3900 1946 5911 6546 4668 3238 2895 4062
"HS6ST1" 1766 719 2761 2762 775 758 731 934
"RAB6C" 52 19 56 56 35 17 20 19
"POTEF" 35 60 14 18 33 116 114 32
"CCDC74B" 68 62 124 118 95 170 153 104
"SMPD4" 1696 949 2501 3033 2083 1735 1523 1776
"MZT2B" 174 184 345 464 247 175 186 245
"TUBA3E" 1 0 4 10 8 4 8 4
"CCDC115" 795 427 1281 1421 727 432 496 557
"IMP4" 538 335 963 1075 731 459 451 476
"PTPN18" 467 276 867 932 389 482 455 405
"POTEI" 1 5 3 3 7 5 2 5
"CFC1B" 0 0 0 0 0 0 0 0
"TISP43" 0 0 0 0 0 0 0 1
"CFC1" 2 8 2 4 1 0 2 0
"POTEJ" 1 3 0 0 1 0 3 0
"GPR148" 0 0 4 2 0 0 1 0
"AMER3" 452 209 578 718 142 109 129 112
"ARHGEF4" 746 652 1412 1446 1370 1253 1621 1590
"FAM168B" 7111 3501 10916 12066 8018 4609 4651 6866
"PLEKHB2" 3496 2179 5357 5181 4441 2478 2331 3705
"POTEE" 2 4 0 4 2 16 14 2
"WTH3DI" 23 12 21 32 23 21 21 30
"MZT2A" 233 185 516 464 260 211 211 219
"TUBA3D" 50 15 46 81 33 30 39 42
"CCDC74A" 192 152 301 351 229 293 340 225
"ANKRD30BL" 0 0 0 0 0 0 0 0
"GPR39" 52 17 35 53 18 12 10 33
"LYPD1" 401 530 589 944 351 259 154 574
"NCKAP5" 611 702 1552 1135 1506 831 1015 1471
"MGAT5" 4961 1823 5626 5650 2487 1653 1724 2296
"TMEM163" 504 416 378 396 489 193 170 804
"ACMSD" 37 14 28 31 23 21 8 25
"CCNT2" 3836 1831 5407 6365 5392 4049 3122 4958
"MAP3K19" 86 309 163 259 571 490 340 846
"RAB3GAP1" 1815 1176 3489 3413 2468 1739 1656 2228
"ZRANB3" 222 184 492 498 330 225 245 321
"R3HDM1" 2712 1310 3606 4122 2411 2067 2031 2024
"UBXN4" 4585 2985 8525 9167 6692 5158 4460 6249
"LCT" 3 2 4 6 8 1 5 8
"MCM6" 870 649 1662 1809 2317 1481 1068 1349
"DARS" 1464 1556 3017 2698 1620 1494 1623 1424
"CXCR4" 895 520 1292 1350 564 555 826 669
"THSD7B" 191 15 59 75 10 16 14 6
"HNMT" 14 16 46 38 10 0 8 6
"SPOPL" 570 336 1206 1068 790 486 474 645
"NXPH2" 27 53 16 30 33 6 0 20
"LRP1B" 1026 1844 1892 2328 2816 1010 1180 3376
"KYNU" 2 0 30 20 8 0 1 6
"ARHGAP15" 34 3 21 20 0 3 2 0
"GTDC1" 761 477 1066 1072 1084 690 669 822
"ZEB2" 3409 1795 4069 4189 4239 2247 2214 3521
"ACVR2A" 3523 1198 4369 4936 2901 2053 2306 2050
"ORC4" 1872 878 2758 3345 1698 1161 1080 1527
"MBD5" 1340 732 1855 2136 1351 891 857 1221
"EPC2" 2364 1119 2603 3589 2174 1272 1214 1833
"KIF5C" 21509 6183 30380 34640 8180 6555 7607 8001
"LYPD6B" 24 14 23 44 6 13 16 6
"LYPD6" 257 359 537 545 361 238 229 351
"MMADHC" 1371 519 2553 2644 1205 762 808 929
"RND3" 7729 2670 11973 15349 1772 2075 2216 2259
"RBM43" 46 129 124 97 112 134 139 196
"NMI" 0 0 12 12 23 42 17 33
"TNFAIP6" 4 3 8 4 18 118 104 18
"RIF1" 3292 1433 4689 5127 4294 2907 2653 3470
"NEB" 147 147 124 181 1316 299 197 839
"ARL5A" 1053 606 1636 1659 1961 1048 1069 1456
"CACNB4" 937 442 1358 1267 1048 712 626 1024
"STAM2" 1389 835 2517 2593 1739 1281 1249 1565
"FMNL2" 3775 2684 5573 5848 6737 5109 4770 8101
"PRPF40A" 4059 1994 6749 6811 5209 3435 3379 4201
"ARL6IP6" 659 403 1375 1366 1026 723 641 880
"RPRM" 148 82 104 120 123 99 176 69
"GALNT13" 316 92 453 442 1135 247 294 791
"KCNJ3" 109 20 61 88 14 32 38 2
"NR4A2" 121 71 247 250 101 96 111 117
"GPD2" 444 345 1034 755 850 514 617 682
"GALNT5" 7 18 26 32 18 38 54 8
"ERMN" 4 1 2 2 0 0 2 0
"CYTIP" 2 1 2 5 0 0 0 0
"ACVR1C" 10 8 26 29 24 25 36 13
"ACVR1" 489 382 1129 1083 751 707 662 630
"UPP2" 14 20 23 14 24 41 40 38
"CCDC148" 53 82 59 76 104 86 77 87
"PKP4" 1358 938 1684 1547 1141 1218 1202 1230
"DAPL1" 176 0 22 21 2 8 10 2
"TANC1" 1196 1756 3137 2940 3382 3231 2726 3491
"WDSUB1" 248 205 462 429 312 270 309 355
"BAZ2B" 5213 2468 7131 7951 5841 3867 3883 5094
"MARCH7" 2767 1666 5070 4696 4157 2740 2564 3550
"CD302" 16 9 14 21 15 22 14 11
"LY75-CD302" 0 0 0 0 0 0 0 0
"LY75" 6 0 6 2 6 6 13 12
"PLA2R1" 27 48 32 32 84 221 162 127
"ITGB6" 4 4 14 4 18 6 4 6
"RBMS1" 1048 1505 3073 2775 1553 1950 1895 1939
"TANK" 628 472 1179 1281 717 628 581 748
"PSMD14" 1669 1314 2146 2491 1936 1341 1311 1559
"TBR1" 32 4 382 324 4 6 27 10
"SLC4A10" 750 438 1039 1426 167 498 477 165
"DPP4" 7 4 17 20 4 17 21 6
"GCG" 2 0 2 13 0 0 0 0
"FAP" 2 2 5 0 5 265 160 2
"IFIH1" 8 33 37 22 37 40 72 21
"GCA" 282 147 819 658 99 276 445 82
"KCNH7" 245 80 284 370 16 60 102 8
"FIGN" 3836 2667 11409 9780 4040 3679 3998 4655
"GRB14" 244 195 1060 979 351 647 647 430
"COBLL1" 171 144 1306 1257 441 484 805 618
"SLC38A11" 0 2 0 2 0 0 1 2
"SCN3A" 6182 2624 7612 9716 5630 3066 2990 4717
"SCN2A" 2770 1868 4392 5432 931 1317 1509 1145
"CSRNP3" 8666 3440 10645 11365 3050 2506 3008 3787
"GALNT3" 68 65 65 95 191 150 77 227
"TTC21B" 736 498 1372 1332 1312 979 831 1184
"SCN1A" 1521 1877 4381 4762 6286 5626 2861 5792
"SCN9A" 898 983 2063 2208 1310 1218 924 1048
"SCN7A" 71 154 127 110 187 172 90 183
"XIRP2" 4 0 4 3 32 8 4 4
"B3GALT1" 673 352 666 937 778 526 395 690
"STK39" 1393 866 2602 2543 1762 1007 1153 1302
"CERS6" 3392 1311 4694 5168 2253 1387 1555 1823
"NOSTRIN" 42 9 37 74 155 96 40 108
"SPC25" 86 69 223 200 426 212 188 274
"G6PC2" 0 0 1 0 1 4 0 6
"ABCB11" 58 61 61 71 91 82 73 177
"DHRS9" 8 0 7 3 3 4 0 3
"LRP2" 2580 6921 10747 11046 1958 3017 4005 4591
"BBS5" 211 130 425 430 391 360 406 440
"KLHL41" 37 29 28 52 473 40 42 92
"FASTKD1" 487 329 1047 909 747 534 603 657
"PPIG" 3035 1668 5107 4697 3878 2604 2494 2933
"CCDC173" 134 161 183 220 368 341 320 319
"PHOSPHO2" 87 44 140 127 81 83 59 82
"KLHL23" 1533 436 1625 1809 1144 654 551 826
"SSB" 2177 1420 3798 3871 3100 1909 1879 2329
"METTL5" 391 312 798 782 522 415 399 430
"UBR3" 3352 1526 4037 4720 2994 1989 1728 2601
"MYO3B" 119 12 29 30 4 13 17 10
"SP5" 88 0 4 42 4 10 26 0
"ERICH2" 10 4 5 6 13 7 17 6
"GAD1" 7546 1054 3614 4832 3146 1336 1216 2414
"GORASP2" 1469 886 2744 2927 1910 1305 1197 1507
"TLK1" 1604 1114 3000 2853 2558 1775 1729 2124
"METTL8" 500 315 781 930 688 529 486 608
"DCAF17" 977 459 1719 1604 1388 1109 1024 1299
"CYBRD1" 304 775 1766 1703 612 1429 1289 663
"DYNC1I2" 6303 2669 8564 9391 4948 2739 2956 4420
"SLC25A12" 1346 735 1971 2211 1138 1035 1004 1049
"HAT1" 800 653 1324 1335 1248 908 835 1114
"METAP1D" 433 227 584 723 478 409 358 411
"DLX1" 3251 38 2302 3314 229 252 281 397
"DLX2" 1973 11 1299 2040 85 86 118 177
"ITGA6" 460 423 369 364 686 277 402 798
"PDK1" 943 216 1133 1242 738 556 554 335
"RAPGEF4" 409 222 289 369 694 411 340 485
"MAP3K20" 360 539 1060 926 981 944 1007 887
"CDCA7" 348 243 714 732 905 749 571 560
"SP3" 3012 2329 3963 4649 3628 3009 2699 3032
"OLA1" 2689 1528 3868 4488 2333 1576 1524 1794
"SP9" 454 43 409 697 66 35 61 108
"CIR1" 801 617 1170 1280 1217 798 759 923
"SCRN3" 793 500 1389 1398 1250 751 711 1019
"GPR155" 570 729 1151 1119 1024 783 846 857
"WIPF1" 200 313 866 675 816 866 806 751
"CHRNA1" 6 8 110 130 94 15 10 10
"CHN1" 1313 864 4132 4199 1106 1255 1410 1455
"ATF2" 2562 1273 3805 3829 2074 1740 1727 1927
"ATP5G3" 3076 3180 3237 3465 2898 2215 2728 2453
"LNPK" 2018 1083 3234 3283 2055 1336 1451 1651
"EVX2" 8 4 6 14 17 4 18 12
"HOXD13" 0 0 0 2 12 0 0 7
"HOXD12" 0 0 0 0 0 0 0 0
"HOXD11" 0 0 0 0 0 0 0 0
"HOXD10" 0 0 0 1 0 0 0 2
"HOXD9" 4 3 4 2 5 23 7 0
"HOXD8" 2 1 8 4 14 71 47 2
"HOXD3" 0 0 0 2 0 1 0 0
"HOXD4" 0 0 0 0 0 9 0 0
"HOXD1" 0 0 0 0 0 69 25 0
"MTX2" 956 480 1239 1383 761 599 609 642
"HNRNPA3" 16027 8896 20385 21374 20751 14646 13224 15946
"NFE2L2" 743 1235 2602 2315 2154 1792 1493 2097
"AGPS" 1542 1248 3009 3277 1887 1338 1290 1659
"TTC30B" 195 202 407 371 277 171 211 382
"TTC30A" 271 258 535 575 336 231 299 485
"PDE11A" 96 45 116 112 16 37 22 29
"RBM45" 213 144 508 510 348 245 222 276
"OSBPL6" 1022 1258 1983 2153 1829 1567 1354 1882
"PRKRA" 1050 609 1967 1957 1477 1070 1065 1201
"DFNB59" 40 70 155 159 134 136 126 122
"FKBP7" 278 78 468 508 307 287 281 213
"PLEKHA3" 626 393 1125 1170 797 408 502 695
"TTN" 232 71 1306 1808 2199 959 1019 1243
"CCDC141" 4 2 4 2 8 0 3 0
"SESTD1" 4042 1655 6337 6739 3989 2351 2487 2949
"ZNF385B" 81 6 82 76 18 26 22 3
"CWC22" 737 394 1343 1395 1166 843 645 778
"UBE2E3" 3503 1874 4025 4617 3153 1857 2031 2498
"ITGA4" 294 187 474 467 232 291 216 140
"CERKL" 106 63 138 159 88 104 77 83
"NEUROD1" 4072 222 1745 1381 106 105 203 75
"SSFA2" 1346 1631 3440 3675 3470 2496 2432 3142
"PPP1R1C" 4 2 17 16 9 8 7 2
"PDE1A" 244 149 459 543 73 163 124 73
"DNAJC10" 3520 3742 9595 9550 6404 6289 6543 5480
"FRZB" 171 152 2367 2045 153 428 429 161
"NCKAP1" 6061 4333 12172 11873 7773 5274 5681 6792
"DUSP19" 106 35 178 110 110 82 66 97
"NUP35" 278 167 451 468 381 251 185 290
"ZNF804A" 861 137 827 735 173 167 264 141
"FSIP2" 3976 897 4014 6197 1085 684 756 1009
"ZC3H15" 1856 1177 2948 3047 2302 1417 1539 1808
"ITGAV" 1082 2170 6579 4965 4022 4405 3686 3754
"FAM171B" 2698 2180 5287 5624 2828 2153 2259 2541
"ZSWIM2" 4 4 11 6 9 12 8 16
"CALCRL" 150 199 631 474 1611 512 204 976
"TFPI" 179 1239 728 753 1063 578 750 1388
"GULP1" 298 634 1837 1529 821 626 714 830
"DIRC1" 0 0 0 1 2 0 0 0
"COL3A1" 3145 3606 88559 70533 16433 83481 75919 12442
"COL5A2" 2122 3572 18939 16027 6797 11214 10220 7548
"WDR75" 1484 922 2867 2934 2625 1765 1883 2032
"SLC40A1" 212 407 300 397 766 625 489 891
"ASNSD1" 1034 599 1519 1748 1439 816 721 1157
"ANKAR" 85 27 104 138 96 73 106 105
"OSGEPL1" 352 213 620 634 503 343 342 423
"ORMDL1" 1344 1105 2473 3288 2783 2225 1746 2872
"PMS1" 1018 591 1712 1881 1662 1204 1118 1238
"C2orf88" 75 147 199 213 202 174 219 184
"MSTN" 60 147 129 194 95 139 130 120
"HIBCH" 434 479 991 930 767 527 599 641
"INPP1" 232 215 396 408 341 276 284 285
"MFSD6" 741 479 866 998 530 411 384 640
"NEMP2" 103 53 172 185 106 99 108 93
"NAB1" 1160 616 1629 1702 2201 1521 1091 1891
"GLS" 2425 1670 4625 4375 3767 3745 3204 3583
"STAT1" 918 1189 2320 2194 2497 1655 1671 2083
"STAT4" 30 6 60 54 4 41 51 14
"MYO1B" 1342 324 2437 2892 399 960 837 300
"NABP1" 54 48 427 220 116 318 287 197
"TMEFF2" 745 312 1593 1473 318 519 473 272
"SLC39A10" 1940 1299 3910 4149 2449 1755 1772 2015
"DNAH7" 265 422 701 653 1105 1078 1071 1488
"STK17B" 104 152 347 315 300 311 230 336
"HECW2" 923 343 897 1136 732 557 551 888
"CCDC150" 124 66 278 283 311 272 231 226
"GTF3C3" 1072 630 1920 1941 1673 1112 1087 1454
"C2orf66" 218 215 329 610 345 426 272 490
"PGAP1" 8533 3419 12658 13729 6629 4092 4699 5210
"ANKRD44" 775 436 1274 1335 850 939 709 716
"SF3B1" 14165 9642 24747 28954 20925 17044 15128 19599
"COQ10B" 377 295 747 623 361 327 339 383
"HSPD1" 6249 4120 12188 11423 9100 5534 6039 7422
"HSPE1" 378 387 521 621 554 365 453 356
"HSPE1-MOB4" 0 0 0 0 0 0 0 0
"MOB4" 895 448 1483 1552 999 503 569 771
"RFTN2" 451 567 680 676 2061 833 845 1522
"MARS2" 216 101 287 317 228 151 124 220
"BOLL" 0 0 6 6 5 6 2 3
"PLCL1" 687 170 815 478 469 163 160 333
"SATB2" 544 199 307 502 736 583 485 689
"FTCDNL1" 0 4 0 2 18 9 13 17
"C2orf69" 623 313 1128 1040 815 535 534 539
"TYW5" 461 308 829 795 704 631 577 678
"MAIP1" 192 120 325 328 196 122 132 241
"SPATS2L" 1165 1868 2709 3052 1907 1830 1885 2022
"KCTD18" 316 232 606 638 540 473 431 458
"SGO2" 334 217 1008 703 1033 806 754 719
"AOX1" 6 7 10 22 22 20 16 18
"BZW1" 4637 2863 6804 7537 6498 3541 3334 5073
"CLK1" 3624 1363 4680 4448 4792 3916 2782 4801
"PPIL3" 726 493 1352 1165 1094 864 990 870
"NIF3L1" 380 234 588 614 494 391 328 403
"ORC2" 712 339 1021 1096 846 712 584 700
"FAM126B" 1771 792 2935 2845 1652 1194 1461 1464
"NDUFB3" 424 343 754 992 643 377 373 574
"CFLAR" 892 627 2823 3032 1934 1811 1540 1988
"CASP10" 7 12 33 28 30 23 16 18
"CASP8" 55 131 222 258 127 207 189 192
"ALS2CR12" 91 70 136 143 163 116 120 174
"TRAK2" 1557 1034 3567 3319 1994 1880 1772 1896
"STRADB" 718 581 1700 1675 950 688 751 988
"TMEM237" 992 550 1440 1499 1198 794 778 978
"MPP4" 12 0 19 16 13 19 23 13
"ALS2" 2056 1039 3257 3331 2331 1787 1743 2664
"CDK15" 6 0 24 15 6 27 34 12
"FZD7" 689 295 1954 1505 715 902 941 1087
"KIAA2012" 52 36 62 59 189 223 163 188
"SUMO1" 2528 1572 3270 3809 2853 1784 1686 2255
"NOP58" 1742 866 2619 2774 2167 1691 1507 1476
"BMPR2" 7228 3078 7952 8475 5941 4247 4048 5364
"FAM117B" 3097 792 3272 3771 1566 806 876 1049
"ICA1L" 1328 1477 2551 2943 2452 2344 2154 2437
"WDR12" 802 548 1510 1480 1341 781 789 932
"CARF" 706 521 1570 1475 1045 835 883 1054
"NBEAL1" 782 281 1059 1024 576 531 604 647
"CYP20A1" 225 161 408 432 407 310 235 360
"ABI2" 8101 4399 11857 12204 10641 6610 5942 9415
"RAPH1" 447 264 649 781 411 321 245 443
"CD28" 0 0 2 4 2 2 0 4
"CTLA4" 0 0 0 6 0 6 2 14
"ICOS" 0 0 0 1 0 0 0 0
"PARD3B" 1073 1142 3251 2856 1246 1113 1306 1448
"NRP2" 4741 3123 12857 11342 2306 3149 3213 2443
"INO80D" 1675 765 2323 2509 1913 1295 1385 1752
"NDUFS1" 3794 2738 6122 6419 5012 3102 3316 4288
"EEF1B2" 1879 1139 3551 3876 2766 1769 1907 1909
"GPR1" 26 9 78 77 14 44 59 18
"AC007383.1" 0 0 1 3 0 0 0 0
"ZDBF2" 1113 715 1775 1739 1933 1297 1475 2027
"AC017081.1" 0 0 0 0 0 0 0 0
"ADAM23" 2012 855 3182 3698 2015 1559 1523 1605
"DYTN" 0 0 2 2 0 0 0 2
"MDH1B" 72 158 192 189 281 263 151 373
"FASTKD2" 752 491 1478 1453 991 657 690 892
"CPO" 6 10 1 8 13 17 8 28
"KLF7" 5550 1235 7361 8888 2824 1864 2160 2525
"CREB1" 2926 1450 3894 4021 4040 2459 2238 3176
"METTL21A" 210 116 389 348 311 254 250 270
"CCNYL1" 544 363 896 1036 842 657 598 788
"FZD5" 178 69 615 854 244 143 174 202
"PLEKHM3" 1235 419 1405 1517 1160 574 582 893
"CRYGD" 2 6 0 0 0 0 0 0
"CRYGC" 0 0 0 6 0 0 0 0
"CRYGB" 0 0 0 0 0 0 0 0
"CRYGA" 9 0 9 21 9 11 14 3
"C2orf80" 404 207 668 696 347 290 287 299
"IDH1" 3639 2348 6108 6761 7374 3746 2951 5307
"PIKFYVE" 2768 1603 4889 4430 4736 3156 2706 3908
"PTH2R" 0 2 2 8 2 8 0 0
"MAP2" 46430 22511 59948 73259 66801 29774 27443 54381
"UNC80" 1180 1363 2351 2417 3120 2119 2229 3128
"RPE" 655 508 1434 1303 1119 808 725 990
"KANSL1L" 741 509 1389 1366 1370 934 921 1348
"ACADL" 14 26 18 4 34 36 65 27
"MYL1" 14 23 1 4 419 2 0 39
"LANCL1" 2237 1382 4011 4254 3309 2115 1959 2543
"CPS1" 218 312 1306 1295 179 627 637 136
"ERBB4" 5320 1616 6594 5687 2061 1646 2311 2275
"IKZF2" 330 393 646 612 981 545 565 904
"SPAG16" 407 516 1117 1089 706 422 503 745
"VWC2L" 113 269 324 359 155 81 71 121
"BARD1" 257 267 650 577 884 529 460 687
"ABCA12" 101 23 194 181 26 21 34 31
"ATIC" 656 476 1235 1254 716 530 604 449
"FN1" 2035 639 14893 11081 3580 23889 18696 3701
"MREG" 197 121 276 340 241 149 156 196
"PECR" 158 87 313 236 182 146 112 150
"TMEM169" 1400 438 1620 1920 1287 495 477 863
"XRCC5" 9230 3837 13678 15056 11529 6193 5815 8237
"MARCH4" 1388 512 1158 1367 390 236 296 313
"SMARCAL1" 436 209 889 905 618 378 384 530
"RPL37A" 6817 3783 11552 13312 10376 5842 6351 7039
"IGFBP2" 4636 3437 8796 10236 10432 6450 4046 8075
"IGFBP5" 2266 4256 1774 1741 4322 5981 6099 4164
"TNP1" 0 0 0 0 0 0 0 0
"DIRC3" 0 0 0 0 1 0 0 0
"TNS1" 143 133 504 324 1191 1736 1747 768
"RUFY4" 0 2 0 0 0 0 2 2
